file,status,summary
FrontProfileContactInfoOwnerBoundaryClosureModuleTest.php,KILLED,
FrontProfileContactUniquenessOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontProfileControllerCommentReadabilityTest.php,KILLED,
FrontProfileIdentityOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 33 assertions)
FrontProfileModernContactChangeOwnerBoundaryClosureModuleTest.php,KILLED,
FrontProfilePasswordOwnerBoundaryClosureModuleTest.php,KILLED,
FrontProfileRelationshipApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontProfileRelationshipScopeFallbackModuleTest.php,PASS,OK (2 tests; 6 assertions)
FrontProfileRemotePasswordVerificationClosureModuleTest.php,KILLED,
FrontProfileUpdateOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontProfileUpdateVerificationCodeOwnerBoundaryClosureModuleTest.php,KILLED,
FrontPublicFoundationClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontRegisterVerificationLifecycleClosureModuleTest.php,PASS,OK (19 tests; 117 assertions)
FrontRegistrationRuleAndFamilyTreeServiceCommentReadabilityTest.php,PASS,OK (3 tests; 36 assertions)
FrontRegistrationSuccessNotificationClosureModuleTest.php,PASS,OK (4 tests; 21 assertions)
FrontTradeSymbolControllerCommentReadabilityTest.php,PASS,OK (2 tests; 19 assertions)
FrontUiRegressionTest.php,KILLED,
FrontUploadControllerCommentReadabilityTest.php,PASS,OK (2 tests; 25 assertions)
FrontUploadSessionCompatibilityTest.php,KILLED,
FrontUserAuthModelCommentReadabilityTest.php,PASS,OK (1 test; 45 assertions)
FrontUserDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 8 assertions)
FrontUserLoginHistoryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontUserLoginHistoryOwnerBoundaryClosureModuleTest.php,KILLED,
FrontVoucherControllerCommentReadabilityTest.php,PASS,OK (2 tests; 21 assertions)
FrontWithdrawalFundingSchemaClosureModuleTest.php,KILLED,
FrontWithdrawalLegacyRouteAndUiClosureModuleTest.php,PASS,OK (3 tests; 46 assertions)
FrontWithdrawControllerCommentReadabilityTest.php,PASS,OK (2 tests; 31 assertions)
FrontWithdrawIdempotencyJavascriptClosureModuleTest.php,KILLED,
FrontWithdrawOwnerBoundaryClosureModuleTest.php,KILLED,
FrontWithdrawSettlementClosureModuleTest.php,KILLED,
FrontWithdrawTask2EvidenceTest.php,KILLED,Tests: 3; Assertions: 5; Failures: 3.
FullRouteExecutionChainReportGeneratorClosureModuleTest.php,KILLED,
GiftStockDeductionBoundaryClosureModuleTest.php,PASS,OK (4 tests; 20 assertions)
GroupConfigControllerCommentReadabilityTest.php,PASS,OK (1 test; 20 assertions)
InitialDataSeederTableContractTest.php,KILLED,
JwtAuthMiddlewareLocalizationTest.php,PASS,OK (2 tests; 9 assertions)
JwtServiceLocalizationTest.php,PASS,OK (2 tests; 23 assertions)
LegacyGroupConfigSynchronizationClosureModuleTest.php,PASS,OK (5 tests; 17 assertions)
LegacyRouteAuditCommandTest.php,PASS,OK (2 tests; 8 assertions)
LegacyRouteExporterScriptTest.php,KILLED,
LegacyUiReplacementCoverageTest.php,KILLED,
LucideIconAndEmojiPolicyTest.php,PASS,OK (6 tests; 773 assertions)
MenuControllerCommentReadabilityTest.php,PASS,OK (3 tests; 37 assertions)
MenuRouteCommentReadabilityTest.php,PASS,OK (3 tests; 38 assertions)
MenuServiceCommentReadabilityTest.php,PASS,OK (2 tests; 26 assertions)
MenuZhCnLanguageReadabilityTest.php,KILLED,
Mt4CommissionTransferGatewayClosureModuleTest.php,PASS,OK (13 tests; 34 assertions)
Mt4CreditSettlementGatewayClosureModuleTest.php,KILLED,
Mt4DepositRefundGatewayClosureModuleTest.php,KILLED,
Mt4DepositSettlementGatewayClosureModuleTest.php,KILLED,
Mt4ManagerServiceLegacyProtocolClosureModuleTest.php,PASS,OK (8 tests; 31 assertions)
Mt4ManagerServiceLocalizationTest.php,KILLED,
Mt4ManagerServiceSocketLifecycleTest.php,KILLED,
Mt4WithdrawalFundingGatewayClosureModuleTest.php,PASS,OK (11 tests; 21 assertions)
NewsControllerCommentReadabilityTest.php,PASS,OK (1 test; 15 assertions)
PaymentChannelControllerCommentReadabilityTest.php,KILLED,
PaymentGatewayAdapterFixtureTest.php,KILLED,
PaymentGatewayRegistryTest.php,KILLED,
PaymentOrderCrossGatewayIdempotencyClosureModuleTest.php,KILLED,
PaymentSettlementOutboxMigrationRerunClosureModuleTest.php,KILLED,
PermissionModelCommentReadabilityTest.php,PASS,OK (1 test; 21 assertions)
ProcessWithdrawFundingJobClosureModuleTest.php,PASS,OK (11 tests; 63 assertions)
RefundDepositPaymentJobClosureModuleTest.php,PASS,OK (12 tests; 67 assertions)
RefundWithdrawFundingJobClosureModuleTest.php,PASS,OK (23 tests; 99 assertions)
SafeHtmlSanitizerTest.php,KILLED,
SettleDepositPaymentJobClosureModuleTest.php,PASS,OK (27 tests; 126 assertions)
AdminAccountRoleStatusValidationClosureModuleTest.php,PASS,OK (3 tests; 21 assertions)
AdminAccountUniqueIdentityClosureModuleTest.php,PASS,OK (3 tests; 20 assertions)
AdminAdminsJsCommentReadabilityTest.php,PASS,OK (2 tests; 15 assertions)
AdminAgentStatsDataScopeTest.php,KILLED,
AdminAgentStatsUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminBatchCreditImportMt4SyncClosureModuleTest.php,PASS,OK (6 tests; 44 assertions)
AdminBigAgentWriteClosureTest.php,PASS,OK (3 tests; 19 assertions)
AdminBigNumberModuleTest.php,PASS,OK (3 tests; 16 assertions)
AdminBladeModuleCoverageTest.php,PASS,OK (20 tests; 70 assertions)
AdminBladeUiTest.php,PASS,OK (1 test; 5 assertions)
AdminButtonPermissionVisibilityTest.php,PASS,OK (2 tests; 37 assertions)
AdminCancelApplyApproveMt4ClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
AdminCancelApplyDataScopeClosureTest.php,PASS,OK (1 test; 11 assertions)
AdminCancelApplyListStatusFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminChannelsJsCommentReadabilityTest.php,PASS,OK (2 tests; 17 assertions)
AdminCommissionListAgentIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminCommissionListSettleStatusValidationClosureModuleTest.php,PASS,OK (4 tests; 14 assertions)
AdminCommissionsCommentReadabilityTest.php,PASS,OK (2 tests; 40 assertions)
AdminCommissionTransferReconciliationClosureModuleTest.php,KILLED,
AdminConfigCrudPermissionMigrationTest.php,PASS,OK (2 tests; 39 assertions)
AdminCrudUiControlsTest.php,PASS,OK (9 tests; 83 assertions)
AdminDashboardControllerCommentReadabilityTest.php,PASS,OK (1 test; 11 assertions)
AdminDataScopeControllerWiringTest.php,PASS,OK (4 tests; 23 assertions)
AdminDataScopeManagementTest.php,PASS,OK (4 tests; 14 assertions)
AdminDataScopeServiceTest.php,PASS,OK (6 tests; 11 assertions)
AdminDepositListStatusFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 48 assertions)
AdminDepositRequestIdValidationClosureModuleTest.php,PASS,OK (4 tests; 18 assertions)
AdminExchangeRateModuleTest.php,PASS,OK (6 tests; 32 assertions)
AdminFundFlowModuleTest.php,KILLED,
AdminFundModelCommentReadabilityTest.php,PASS,OK (2 tests; 52 assertions)
AdminGiftModuleTest.php,PASS,OK (19 tests; 206 assertions)
AdminGroupConfigRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 21 assertions)
AdminGroupConfigValueValidationClosureModuleTest.php,PASS,OK (3 tests; 20 assertions)
AdminLayoutUiModernizationTest.php,PASS,OK (2 tests; 33 assertions)
AdminLegacyAdministratorsClosureModuleTest.php,PASS,OK (7 tests; 49 assertions)
AdminLegacyAgentEditSaveClosureModuleTest.php,PASS,OK (3 tests; 27 assertions)
AdminLegacyAgentStatisticsAdapterTest.php,KILLED,Tests: 13; Assertions: 89; Errors: 1.
AdminLegacyAgentUserSaveClosureModuleTest.php,PASS,OK (5 tests; 19 assertions)
AdminLegacyAmountWithdrawClosureModuleTest.php,PASS,OK (12 tests; 64 assertions)
AdminLegacyBatchWithdrawApplyClosureModuleTest.php,PASS,OK (7 tests; 39 assertions)
AdminLegacyCustApplyApprovalClosureModuleTest.php,PASS,OK (5 tests; 15 assertions)
AdminLegacyFundFlowClosureModuleTest.php,PASS,OK (4 tests; 62 assertions)
AdminLegacyLoginCaptchaClosureTest.php,PASS,OK (5 tests; 25 assertions)
AdminLegacyMigrationGapAuditTest.php,PASS,OK (7 tests; 155 assertions)
AdminLegacyMiscOperationsClosureModuleTest.php,PASS,OK (25 tests; 86 assertions)
AdminLegacyMutationMethodBoundaryClosureTest.php,PASS,OK (9 tests; 36 assertions)
AdminLegacyOrderParentPathClosureModuleTest.php,PASS,OK (6 tests; 43 assertions)
AdminLegacyOrderRiskSearchClosureModuleTest.php,PASS,OK (12 tests; 61 assertions)
AdminLegacyPageRenderClosureModuleTest.php,PASS,OK (58 tests; 119 assertions)
AdminModulesClosureTest.php,PASS,OK (50 tests; 51 assertions)
AdminAgentStatsDataScopeTest.php,PASS,OK (4 tests; 33 assertions)
AdminCommissionTransferReconciliationClosureModuleTest.php,PASS,OK (9 tests; 159 assertions)
AdminFundFlowModuleTest.php,PASS,OK (8 tests; 71 assertions)
AdminLegacyAgentStatisticsAdapterTest.php,PASS,OK (13 tests; 89 assertions)
AdminNeverDepositUserListUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminOnlineUserListUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminPageMenuPermissionCoverageTest.php,PASS,OK (1 test; 2 assertions)
AdminPaymentChannelControllerCommentReadabilityTest.php,PASS,OK (1 test; 34 assertions)
AdminPaymentChannelToggleModuleTest.php,PASS,OK (14 tests; 47 assertions)
AdminPermissionNameReferenceDocumentationTest.php,PASS,OK (1 test; 1121 assertions)
AdminPermissionNameReferenceRowCompletenessTest.php,PASS,OK (1 test; 2441 assertions)
AdminPermissionPlanTest.php,PASS,OK (4 tests; 9 assertions)
AdminPositionSummaryRiskDrilldownClosureModuleTest.php,PASS,OK (3 tests; 28 assertions)
AdminProductionModuleTest.php,PASS,OK (12 tests; 95 assertions)
AdminProfileInfoOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
AdminProfileUpdateOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 23 assertions)
AdminProtectedRoutePermissionClosureModuleTest.php,PASS,OK (4 tests; 420 assertions)
AdminUserExportModuleTest.php,PASS,OK (6 tests; 37 assertions)
AdminUserGroupCompatibilityTest.php,PASS,OK (2 tests; 8 assertions)
AdminUserListExportAccountTypeValidationClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
AdminUsersDetailCommentReadabilityTest.php,PASS,OK (2 tests; 33 assertions)
AdminUserStatsModuleTest.php,PASS,OK (2 tests; 28 assertions)
AdminUserUpdateAuthAndBankClosureModuleTest.php,PASS,OK (5 tests; 31 assertions)
AdminUserUpdateEmailClosureModuleTest.php,PASS,OK (3 tests; 16 assertions)
AdminUserUpdateLegacyLocalProfileClosureModuleTest.php,PASS,OK (4 tests; 20 assertions)
AdminUserUpdateMt4SyncClosureModuleTest.php,PASS,OK (4 tests; 28 assertions)
AdminUserUpdateParentAgentClosureModuleTest.php,PASS,OK (5 tests; 27 assertions)
AdminUserUpdatePasswordClosureModuleTest.php,PASS,OK (4 tests; 24 assertions)
AdminUserUpdateUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminVoucherRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 19 assertions)
AdminWhsExpZeroModuleTest.php,PASS,OK (3 tests; 24 assertions)
AdminWhsExpZeroUserIdValidationClosureModuleTest.php,PASS,OK (4 tests; 19 assertions)
AdminWithdrawalFundingStateMachineClosureModuleTest.php,PASS,OK (10 tests; 34 assertions)
AdminWithdrawalsCommentReadabilityTest.php,PASS,OK (2 tests; 32 assertions)
AdminWithdrawFlowUserIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminWithdrawListUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminZhCnLanguageReadabilityTest.php,PASS,OK (2 tests; 25 assertions)
BladeLocalAssetReferenceTest.php,PASS,OK (1 test; 1 assertion)
BladeRouteAliasCompatibilityTest.php,PASS,OK (2 tests; 66 assertions)
CommissionControllerCommentReadabilityTest.php,PASS,OK (1 test; 14 assertions)
CommissionTransferSagaDispatchClosureModuleTest.php,PASS,OK (4 tests; 14 assertions)
CommissionTransferSagaServiceTest.php,KILLED,
CrmUiBusinessCodeContractTest.php,PASS,OK (17 tests; 673 assertions)
CrmUiPriorityWorkflowTest.php,PASS,OK (19 tests; 822 assertions)
CrmUiStackTest.php,PASS,OK (4 tests; 443 assertions)
DispatchPendingDepositSettlementsCommandClosureModuleTest.php,PASS,OK (1 test; 3 assertions)
DispatchPendingWithdrawSettlementsCommandClosureModuleTest.php,PASS,OK (2 tests; 20 assertions)
DualUiFamilyDesignContractTest.php,PASS,OK (4 tests; 33 assertions)
FrontAccountProfileOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 51 assertions)
FrontAuthRegistrationLoginClosureTest.php,PASS,OK (9 tests; 39 assertions)
CommissionTransferSagaServiceTest.php,KILLED,
FrontBusinessModulesClosureTest.php,PASS,OK (21 tests; 42 assertions)
FrontDepositPaymentOrderIdempotencyClosureModuleTest.php,KILLED,
FrontDirectCustomerDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontendRouteManifestTest.php,PASS,OK (17 tests; 54 assertions)
FrontFlowDirectAgentApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 22 assertions)
FrontFlowDownloadFileApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontFlowOwnScopeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 41 assertions)
FrontForgotPasswordPageClosureTest.php,PASS,OK (2 tests; 9 assertions)
FrontForgotPasswordSecurityClosureModuleTest.php,PASS,OK (11 tests; 55 assertions)
FrontGiftAddressTransactionClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontGiftShipmentOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 23 assertions)
FrontLegacyAgentPositionSummaryClosureModuleTest.php,PASS,OK (7 tests; 48 assertions)
FrontLegacyAuthenticationBoundaryClosureModuleTest.php,PASS,OK (12 tests; 208 assertions)
FrontLegacyCommissionSummaryClosureModuleTest.php,PASS,OK (5 tests; 29 assertions)
FrontLegacyDashboardWiringClosureModuleTest.php,PASS,OK (6 tests; 68 assertions)
FrontLegacyDepositRequestClosureModuleTest.php,PASS,OK (6 tests; 26 assertions)
FrontLegacyDirectCustomerInfoDataContractClosureModuleTest.php,PASS,OK (4 tests; 50 assertions)
FrontLegacyGiftAddressClosureModuleTest.php,PASS,OK (8 tests; 40 assertions)
FrontLegacyLoginPageSessionClosureModuleTest.php,PASS,OK (4 tests; 31 assertions)
FrontLegacyMaintenanceRuntimeClosureModuleTest.php,PASS,OK (25 tests; 121 assertions)
FrontLegacyPaymentFormIntentClosureModuleTest.php,PASS,OK (6 tests; 76 assertions)
FrontLegacyPositionSummary2ClosureModuleTest.php,PASS,OK (1 test; 13 assertions)
FrontLegacyProfilePageClosureModuleTest.php,PASS,OK (3 tests; 100 assertions)
FrontLegacyProfileVerificationLifecycleClosureModuleTest.php,PASS,OK (10 tests; 57 assertions)
FrontLegacyRouteCompatibilityTest.php,PASS,OK (14 tests; 1337 assertions)
FrontMenuPermissionRouteConsistencyTest.php,PASS,OK (1 test; 2 assertions)
FrontNewsTranslationSoftDeleteClosureModuleTest.php,PASS,OK (5 tests; 27 assertions)
FrontOrderDetailOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 18 assertions)
FrontPaymentCallbackStateMachineClosureModuleTest.php,PASS,OK (25 tests; 80 assertions)
FrontPaymentFakeProviderSmokeTest.php,PASS,OK (2 tests; 17 assertions)
FrontPositionSummaryChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontPositionSummaryScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontProfileAvatarOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 22 assertions)
FrontProfileBankChangeSubmitOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 34 assertions)
FrontProfileClosureTest.php,PASS,OK (5 tests; 16 assertions)
FrontProfileContactInfoOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 26 assertions)
FrontProfileControllerCommentReadabilityTest.php,PASS,OK (2 tests; 51 assertions)
FrontProfileModernContactChangeOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 27 assertions)
FrontProfilePasswordOwnerBoundaryClosureModuleTest.php,PASS,OK (8 tests; 45 assertions)
FrontProfileRemotePasswordVerificationClosureModuleTest.php,PASS,OK (5 tests; 37 assertions)
FrontProfileUpdateVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontUiRegressionTest.php,PASS,OK (116 tests; 2228 assertions)
FrontUploadSessionCompatibilityTest.php,PASS,OK (1 test; 4 assertions)
FrontUserLoginHistoryOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 31 assertions)
FrontWithdrawalFundingSchemaClosureModuleTest.php,KILLED,
FrontWithdrawIdempotencyJavascriptClosureModuleTest.php,KILLED,
FrontWithdrawOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 35 assertions)
InitialDataSeederTableContractTest.php,PASS,OK (1 test; 27 assertions)
LegacyRouteExporterScriptTest.php,PASS,OK (1 test; 8 assertions)
LegacyUiReplacementCoverageTest.php,PASS,OK (64 tests; 448 assertions)
